user_id,week,nb_corrections
40000,1,2
41556,1,2
19288,1,2
94417,1,2
63141,1,2
100390,1,2
95262,1,2
75961,1,2
60628,1,2
69843,1,2
97647,1,2
97677,1,2
94591,1,2
100331,1,2
94470,1,2
83755,1,2
83671,1,2
77609,1,2
73418,1,2
97707,1,2
73263,1,2
94794,1,2
95363,1,2
41558,1,2
63112,1,2
33005,1,2
97867,1,2
91738,1,2
97515,1,2
97909,1,2
63602,1,2
94450,1,2
20423,1,2
56333,1,2
20198,1,2
77272,1,2
75732,1,2
42697,1,2
60076,1,2
60284,1,2
63438,1,2
100403,1,2
89801,1,2
27312,1,2
94386,1,2
91520,1,2
94596,1,2
95321,1,2
96081,1,2
100301,1,2
78188,1,2
97827,1,2
91606,1,2
91817,1,2
97848,1,2
77622,1,2
94703,1,2
84204,1,2
97576,1,2
60029,1,2
92657,1,2
97829,1,2
77482,1,2
97942,1,2
76033,1,2
25806,1,2
97869,1,1
79222,1,1
79210,1,1
25957,1,1
93496,1,1
100316,1,1
97664,1,1
69846,1,1
94696,1,1
79135,1,1
79141,1,1
91503,1,1
91781,1,1
91548,1,1
95280,1,1
83979,1,1
86285,1,1
70137,1,1
27254,1,1
100404,1,1
76939,1,1
56144,1,1
57889,1,1
76003,1,1
94448,1,1
83754,1,1
37854,1,1
63402,1,1
26935,1,1
91777,1,1
86250,1,1
91680,1,1
18589,1,1
42612,1,1
42466,1,1
37303,1,1
56029,1,1
76783,1,1
60237,1,1
63167,1,1
91816,1,1
97580,1,1
94412,1,1
83704,1,1
79143,1,1
97821,1,1
83783,1,1
77580,1,1
40112,1,1
42585,1,1
94966,1,1
50172,1,1
42446,1,1
86147,1,1
37408,1,1
86272,1,1
71311,1,1
83782,1,1
94467,1,1
91507,1,1
100345,1,1
37399,1,1
27289,1,1
75977,1,1
60335,1,1
77670,1,1
72863,1,1
45423,1,1
52828,1,1
75924,1,1
97518,1,1
86252,1,1
62935,1,1
60043,1,1
94719,1,1
100325,1,1
91651,1,1
86191,1,1
79166,1,1
75947,1,1
65480,1,1
74645,1,1
91700,1,1
73422,1,1
25681,1,1
37054,1,1
28946,1,1
91611,1,1
100464,1,1
91486,1,1
91763,1,1
91471,1,1
91805,1,1
91496,1,1
75949,1,1
57975,1,1
56000,1,1
91722,1,1
26101,1,1
83781,1,1
91530,1,1
70431,1,1
26179,1,1
33436,1,1
40832,1,1
93316,1,1
97708,1,1
100287,1,1
74731,1,1
91544,1,1
100399,1,1
91519,1,1
94446,1,1
78899,1,1
100284,2,25
91640,2,23
83748,2,21
100304,2,20
94870,2,17
100337,2,16
94560,2,15
83984,2,14
91565,2,14
64216,2,14
50437,2,10
91533,2,9
25939,2,9
77666,2,9
94651,2,9
89578,2,9
95270,2,8
91721,2,8
92657,2,8
55962,2,7
95308,2,7
86285,2,7
91686,2,7
77465,2,7
91520,2,7
60703,2,7
94737,2,7
60305,2,7
94796,2,6
100331,2,6
97708,2,6
97560,2,6
38014,2,6
76939,2,6
61903,2,6
74656,2,6
94778,2,6
97673,2,6
45423,2,6
76789,2,6
77609,2,6
73342,2,6
86257,2,6
100347,2,6
76044,2,6
95009,2,6
85744,2,5
75977,2,5
63617,2,5
74566,2,5
55956,2,5
76048,2,5
59499,2,5
75924,2,5
91710,2,5
63112,2,5
97823,2,5
83763,2,5
69875,2,5
97913,2,5
97716,2,5
91709,2,5
91498,2,5
77580,2,5
100404,2,5
92581,2,5
77481,2,5
91536,2,5
86272,2,5
84142,2,5
94674,2,5
69892,2,5
50259,2,5
77622,2,5
91651,2,5
92585,2,5
96996,2,5
75435,2,5
94733,2,5
79136,2,5
94446,2,5
60213,2,4
69882,2,4
79133,2,4
60279,2,4
94396,2,4
74587,2,4
57685,2,4
86187,2,4
86198,2,4
63358,2,4
40588,2,4
83671,2,4
91806,2,4
100385,2,4
79248,2,4
91648,2,4
94688,2,4
60464,2,4
69899,2,4
95233,2,4
69809,2,4
100317,2,4
69893,2,4
94333,2,4
70249,2,4
100402,2,4
70453,2,4
92712,2,4
75403,2,4
77475,2,4
50075,2,4
86230,2,4
60488,2,4
100441,2,4
69924,2,4
91705,2,4
74681,2,4
91680,2,4
63009,2,4
91791,2,4
57645,2,4
60252,2,4
100291,2,4
83749,2,4
63020,2,4
69933,2,4
89582,2,4
61764,2,3
95346,2,3
60335,2,3
97704,2,3
91521,2,3
76092,2,3
94342,2,3
73436,2,3
57366,2,3
76009,2,3
86147,2,3
91540,2,3
84158,2,3
91899,2,3
97724,2,3
97664,2,3
94734,2,3
73283,2,3
91696,2,3
37399,2,3
91669,2,3
91738,2,3
75908,2,3
43467,2,3
52729,2,3
37865,2,3
100325,2,3
94360,2,3
97677,2,3
74627,2,3
60484,2,3
97965,2,3
91012,2,3
37408,2,3
100403,2,3
95334,2,3
77588,2,3
86201,2,3
91638,2,3
40112,2,3
91742,2,3
94650,2,3
91699,2,3
100278,2,3
41333,2,3
91482,2,3
97625,2,3
84164,2,3
74572,2,3
95319,2,3
91898,2,3
75984,2,3
97821,2,3
97904,2,3
73377,2,3
91760,2,3
85664,2,3
83783,2,3
33005,2,3
27060,2,3
91491,2,3
95295,2,3
91689,2,3
95082,2,3
40685,2,3
56327,2,3
94669,2,3
73352,2,3
95273,2,3
94402,2,3
91812,2,3
83755,2,3
97678,2,3
83979,2,3
40226,2,3
92897,2,3
97521,2,3
97647,2,3
74725,2,3
45319,2,3
62927,2,3
94615,2,3
77457,2,3
74737,2,3
25840,2,3
57642,2,3
77506,2,3
91687,2,3
40127,2,3
91690,2,3
60508,2,3
100401,2,3
97719,2,3
25806,2,3
83921,2,3
91002,2,2
93316,2,2
60092,2,2
69772,2,2
74657,2,2
91636,2,2
73397,2,2
100287,2,2
94551,2,2
95265,2,2
56337,2,2
64222,2,2
83633,2,2
94450,2,2
94596,2,2
100372,2,2
95036,2,2
90908,2,2
73340,2,2
63207,2,2
91759,2,2
91777,2,2
91672,2,2
95030,2,2
94575,2,2
95341,2,2
76014,2,2
85780,2,2
73263,2,2
84150,2,2
91783,2,2
73375,2,2
83737,2,2
97679,2,2
100359,2,2
75948,2,2
40336,2,2
73338,2,2
91507,2,2
97551,2,2
86248,2,2
37172,2,2
97579,2,2
79247,2,2
92717,2,2
42697,2,2
96108,2,2
100399,2,2
15812,2,2
40321,2,2
86171,2,2
60529,2,2
74150,2,2
74731,2,2
97535,2,2
91541,2,2
56368,2,2
83693,2,2
94684,2,2
37363,2,2
63276,2,2
83675,2,2
63391,2,2
79235,2,2
91695,2,2
63017,2,2
32976,2,2
91484,2,2
86279,2,2
69805,2,2
74664,2,2
94410,2,2
60338,2,2
94332,2,2
94458,2,2
91665,2,2
86281,2,2
77534,2,2
76017,2,2
91758,2,2
97703,2,2
46712,2,2
40832,2,2
60029,2,2
74596,2,2
50179,2,2
77474,2,2
97797,2,2
97649,2,2
94951,2,2
76033,2,2
94452,2,2
97807,2,2
86143,2,2
96907,2,2
74679,2,2
91470,2,2
94700,2,2
84039,2,2
74155,2,2
91720,2,2
73336,2,2
86191,2,2
77670,2,2
94550,2,1
74698,2,1
94696,2,1
39920,2,1
86140,2,1
97942,2,1
56262,2,1
74170,2,1
61194,2,1
70137,2,1
96005,2,1
93496,2,1
91645,2,1
56000,2,1
76011,2,1
97681,2,1
75947,2,1
51402,2,1
43068,2,1
94818,2,1
97607,2,1
91713,2,1
91611,2,1
95280,2,1
78887,2,1
85929,2,1
75727,2,1
97557,2,1
94882,2,1
59985,2,1
55917,2,1
73422,2,1
36718,2,1
97829,2,1
77638,2,1
74562,2,1
83983,2,1
94447,2,1
94359,2,1
56934,2,1
75732,2,1
84167,2,1
95312,2,1
91544,2,1
37094,2,1
91510,2,1
64228,2,1
91650,2,1
71262,2,1
63236,2,1
21737,2,1
91503,2,1
75930,2,1
94409,2,1
78044,2,1
61081,2,1
96254,2,1
79238,2,1
97523,2,1
91496,2,1
94719,2,1
94664,2,1
27213,2,1
75865,2,1
37952,2,1
77644,2,1
42926,2,1
42612,2,1
42522,2,1
97610,2,1
100301,2,1
84204,2,1
94794,2,1
97549,2,1
27035,2,1
50567,2,1
97518,2,1
75830,2,1
91489,2,1
91780,2,1
75961,2,1
27369,2,1
89562,2,1
40298,2,1
75965,2,1
97798,2,1
97855,2,1
63170,2,1
60437,2,1
91808,2,1
97756,2,1
77694,2,1
94802,2,1
40659,2,1
71311,2,1
95321,2,1
97867,2,1
52377,2,1
56097,2,1
91754,2,1
95963,2,1
55946,2,1
60568,2,1
77482,2,1
83730,2,1
63147,2,1
100464,2,1
86245,2,1
39949,2,1
97894,2,1
94966,2,1
100326,2,1
50148,2,1
94560,3,17
60311,3,16
72814,3,16
100337,3,12
55962,3,11
92585,3,11
91753,3,10
74707,3,10
37908,3,10
56617,3,10
56327,3,10
77666,3,9
60043,3,9
57362,3,9
73342,3,8
63243,3,8
91665,3,8
63002,3,8
69892,3,8
97716,3,8
50437,3,8
70249,3,7
91721,3,7
76079,3,7
63112,3,7
100385,3,7
91730,3,7
71493,3,7
91698,3,7
27213,3,7
86272,3,7
79136,3,7
57600,3,7
94733,3,7
91012,3,7
89562,3,7
76033,3,6
57885,3,6
62991,3,6
60029,3,6
76048,3,6
94448,3,6
42930,3,6
91501,3,6
100278,3,6
63438,3,6
91640,3,6
50567,3,6
79146,3,6
69933,3,6
91742,3,6
97884,3,6
76018,3,5
55956,3,5
56031,3,5
86257,3,5
100402,3,5
85744,3,5
75435,3,5
74721,3,5
85664,3,5
94778,3,5
74698,3,5
77609,3,5
94432,3,5
37952,3,5
95330,3,5
50259,3,5
91536,3,5
50169,3,5
89578,3,5
72764,3,5
50148,3,4
94467,3,4
75985,3,4
60437,3,4
50075,3,4
75908,3,4
91690,3,4
63276,3,4
91498,3,4
95280,3,4
27508,3,4
76088,3,4
94718,3,4
75971,3,4
60594,3,4
95334,3,4
56379,3,4
100392,3,4
77671,3,4
63198,3,4
56097,3,4
28518,3,4
40107,3,4
74737,3,4
46869,3,4
60213,3,4
76003,3,4
74616,3,4
100291,3,4
74657,3,4
94342,3,4
91893,3,4
40832,3,4
91696,3,4
90829,3,4
95332,3,4
75977,3,4
60076,3,4
94402,3,4
95311,3,4
60703,3,4
56136,3,4
69805,3,4
92581,3,4
60508,3,4
45423,3,4
100437,3,4
52828,3,4
96067,3,3
94734,3,3
91805,3,3
97673,3,3
76019,3,3
94651,3,3
91568,3,3
91510,3,3
63004,3,3
97721,3,3
60488,3,3
64216,3,3
69809,3,3
83763,3,3
79139,3,3
94717,3,3
77701,3,3
74663,3,3
100356,3,3
76011,3,3
60416,3,3
60464,3,3
94882,3,3
91783,3,3
83674,3,3
73414,3,3
62943,3,3
57884,3,3
91573,3,3
97929,3,3
69935,3,3
91606,3,3
85867,3,3
71055,3,3
60284,3,3
62950,3,3
94412,3,3
77672,3,3
37518,3,3
83736,3,3
62927,3,3
74711,3,3
100325,3,3
50097,3,3
94332,3,3
94386,3,3
75939,3,3
94671,3,3
73263,3,3
57980,3,3
84142,3,3
56509,3,3
94359,3,3
91484,3,3
74572,3,3
91648,3,3
73375,3,3
73436,3,3
97829,3,3
100461,3,3
100312,3,3
75830,3,3
61903,3,3
78097,3,3
60338,3,3
91709,3,3
69936,3,3
94420,3,3
47837,3,3
76073,3,3
58146,3,3
91894,3,3
73422,3,3
91521,3,3
97607,3,3
91695,3,3
91496,3,3
100403,3,3
91681,3,3
79142,3,3
42697,3,3
97649,3,3
83665,3,3
76009,3,3
56100,3,3
95308,3,3
73377,3,3
84167,3,3
57645,3,3
90771,3,3
95270,3,3
100329,3,3
94575,3,3
76007,3,3
100317,3,3
40127,3,3
76017,3,3
86187,3,3
95963,3,3
97551,3,3
71648,3,3
63362,3,3
86252,3,3
60546,3,3
57975,3,3
94548,3,2
43052,3,2
97913,3,2
95309,3,2
94396,3,2
79153,3,2
94737,3,2
55917,3,2
97797,3,2
91482,3,2
91636,3,2
65480,3,2
63580,3,2
91651,3,2
91817,3,2
94684,3,2
91489,3,2
91486,3,2
95245,3,2
100323,3,2
94625,3,2
97681,3,2
94561,3,2
91677,3,2
74686,3,2
97894,3,2
95275,3,2
56170,3,2
60191,3,2
77618,3,2
85013,3,2
75732,3,2
72863,3,2
91687,3,2
100448,3,2
57642,3,2
91544,3,2
25840,3,2
63358,3,2
91790,3,2
21737,3,2
83816,3,2
52499,3,2
95363,3,2
100301,3,2
69875,3,2
60072,3,2
91759,3,2
74626,3,2
97579,3,2
94597,3,2
91757,3,2
100331,3,2
97603,3,2
91808,3,2
94399,3,2
33316,3,2
59499,3,2
36718,3,2
91548,3,2
94471,3,2
62935,3,2
100287,3,2
91738,3,2
94455,3,2
100404,3,2
97535,3,2
83704,3,2
86206,3,2
74705,3,2
60215,3,2
69868,3,2
60628,3,2
74699,3,2
100305,3,2
85929,3,2
79143,3,2
91645,3,2
95273,3,2
91533,3,2
95277,3,2
77580,3,2
64228,3,2
76002,3,2
74166,3,2
42900,3,2
94391,3,2
100465,3,2
91780,3,2
94450,3,2
100347,3,2
12204,3,2
25958,3,2
73316,3,2
46712,3,2
63617,3,2
55931,3,2
73328,3,2
100304,3,2
73435,3,2
78858,3,2
57602,3,2
100399,3,2
91495,3,2
45319,3,2
97715,3,2
94589,3,2
95266,3,2
37296,3,2
100454,3,2
75403,3,2
93316,3,2
97707,3,2
84150,3,2
94459,3,2
77460,3,2
84149,3,2
97647,3,2
74141,3,2
27312,3,2
94447,3,2
95263,3,2
91571,3,2
73409,3,2
60305,3,2
86193,3,2
97909,3,2
77465,3,2
45497,3,2
79133,3,1
37489,3,1
100311,3,1
75886,3,1
63141,3,1
97520,3,1
100401,3,1
77698,3,1
74566,3,1
77475,3,1
58162,3,1
97924,3,1
56072,3,1
74596,3,1
73881,3,1
86171,3,1
40412,3,1
95082,3,1
61194,3,1
63258,3,1
57657,3,1
57638,3,1
94700,3,1
74587,3,1
50179,3,1
100458,3,1
97867,3,1
60529,3,1
69846,3,1
75948,3,1
76014,3,1
95269,3,1
96996,3,1
83316,3,1
60549,3,1
95262,3,1
20007,3,1
94524,3,1
91713,3,1
97583,3,1
95036,3,1
58124,3,1
52729,3,1
90920,3,1
85780,3,1
84170,3,1
60092,3,1
83721,3,1
83693,3,1
43068,3,1
84158,3,1
60568,3,1
94688,3,1
56077,3,1
91720,3,1
64222,3,1
94409,3,1
78044,3,1
91791,3,1
37408,3,1
92657,3,1
15124,3,1
62913,3,1
86248,3,1
77453,3,1
89582,3,1
97625,3,1
97518,3,1
69840,3,1
40144,3,1
74731,3,1
37749,3,1
91537,3,1
32835,3,1
77597,3,1
94696,3,1
69893,3,1
32948,3,1
71262,3,1
97564,3,1
60263,3,1
97708,3,1
95233,3,1
78899,3,1
43467,3,1
97629,3,1
75954,3,1
60470,3,1
73327,3,1
83633,3,1
94407,3,1
86281,3,1
95105,3,1
84039,3,1
21528,3,1
84748,3,1
86230,3,1
94818,3,1
70171,3,1
91556,3,1
96907,3,1
76020,3,1
40515,3,1
92717,3,1
69924,3,1
56007,3,1
74170,3,1
94794,3,1
37399,3,1
75917,3,1
38014,3,1
50778,3,1
79225,3,1
12560,3,1
91722,3,1
91732,3,1
100281,3,1
73338,3,1
83730,3,1
56368,3,1
71616,3,1
64235,3,1
39997,3,1
77482,3,1
83758,3,1
94596,3,1
97521,3,1
56307,3,1
97677,3,1
77473,3,1
77702,3,1
94550,3,1
63656,3,1
100359,3,1
91793,3,1
97650,3,1
76783,3,1
84782,3,1
100388,3,1
91708,3,1
75466,3,1
56435,3,1
78188,3,1
60485,3,1
83754,4,15
45423,4,14
79133,4,12
91690,4,11
69892,4,11
57531,4,11
91636,4,11
73881,4,11
55962,4,10
73328,4,10
56031,4,9
91721,4,9
76927,4,9
86283,4,9
94560,4,9
69846,4,8
97551,4,8
77590,4,8
57906,4,8
100399,4,8
56379,4,8
89597,4,7
74663,4,7
63002,4,7
86257,4,7
83785,4,7
97650,4,7
63580,4,7
62991,4,7
50169,4,7
94567,4,7
91894,4,6
91536,4,6
69821,4,6
63243,4,6
86144,4,6
74170,4,6
77622,4,6
55917,4,6
94737,4,6
100395,4,6
37908,4,6
75403,4,6
64216,4,6
57885,4,6
83704,4,6
78249,4,5
85744,4,5
94432,4,5
60029,4,5
56327,4,5
94412,4,5
75504,4,5
94733,4,5
56000,4,5
63524,4,5
50259,4,5
86187,4,5
94454,4,5
55956,4,5
50075,4,5
73336,4,5
94612,4,5
69809,4,5
94794,4,5
75939,4,5
63276,4,5
56617,4,5
100284,4,5
77618,4,5
96239,4,5
57884,4,5
94423,4,5
97904,4,5
79136,4,5
94650,4,5
96108,4,4
69805,4,4
74566,4,4
94812,4,4
94718,4,4
73435,4,4
42522,4,4
97679,4,4
97549,4,4
90771,4,4
72814,4,4
56509,4,4
74150,4,4
100444,4,4
56368,4,4
50179,4,4
65480,4,4
56170,4,4
76088,4,4
72863,4,4
91940,4,4
94882,4,4
63358,4,4
91732,4,4
43114,4,4
100404,4,4
69924,4,4
83975,4,4
94596,4,4
94550,4,4
83757,4,4
26384,4,4
75971,4,4
91482,4,4
95340,4,4
63448,4,4
58146,4,4
96025,4,4
100345,4,4
86201,4,4
97724,4,3
77272,4,3
96067,4,3
69857,4,3
60064,4,3
40277,4,3
42658,4,3
100441,4,3
100337,4,3
97830,4,3
77672,4,3
70249,4,3
69935,4,3
52499,4,3
97589,4,3
84193,4,3
94778,4,3
78044,4,3
45497,4,3
32976,4,3
94420,4,3
63198,4,3
64219,4,3
91806,4,3
86148,4,3
94386,4,3
95308,4,3
91817,4,3
86252,4,3
94369,4,3
94410,4,3
91519,4,3
73421,4,3
83748,4,3
97516,4,3
63021,4,3
90788,4,3
94467,4,3
75855,4,3
76848,4,3
73694,4,3
95270,4,3
57645,4,3
60338,4,3
36718,4,3
50097,4,3
40107,4,3
97629,4,3
84160,4,3
68857,4,3
62884,4,3
94674,4,3
63391,4,3
60213,4,3
97518,4,3
100398,4,3
97566,4,3
94633,4,3
94537,4,3
75954,4,3
97677,4,3
91760,4,3
91807,4,3
62943,4,3
76017,4,3
60076,4,3
77475,4,3
92581,4,3
97072,4,3
74725,4,3
100304,4,3
71648,4,3
94458,4,3
95291,4,3
69893,4,3
91541,4,3
74587,4,3
56100,4,3
97530,4,3
91793,4,3
91498,4,3
73408,4,3
100392,4,3
60284,4,3
91730,4,3
94332,4,3
94448,4,3
91486,4,3
91012,4,3
94329,4,3
94360,4,3
100402,4,3
91606,4,3
74626,4,3
94575,4,3
57889,4,3
37972,4,3
100291,4,3
76009,4,3
96005,4,2
89578,4,2
86272,4,2
40321,4,2
91742,4,2
91684,4,2
91783,4,2
79208,4,2
91677,4,2
74594,4,2
74589,4,2
91641,4,2
91545,4,2
95273,4,2
55963,4,2
91540,4,2
100389,4,2
91477,4,2
20193,4,2
91502,4,2
97647,4,2
57656,4,2
62927,4,2
60305,4,2
60027,4,2
97807,4,2
83983,4,2
63656,4,2
69862,4,2
79166,4,2
97872,4,2
60532,4,2
94339,4,2
91708,4,2
73355,4,2
73414,4,2
94446,4,2
40659,4,2
64228,4,2
74627,4,2
76019,4,2
40336,4,2
69926,4,2
97561,4,2
91777,4,2
95312,4,2
91699,4,2
63258,4,2
96194,4,2
92717,4,2
97924,4,2
37234,4,2
84173,4,2
25840,4,2
94793,4,2
45319,4,2
91758,4,2
100326,4,2
91489,4,2
94471,4,2
91648,4,2
79248,4,2
97560,4,2
94796,4,2
42573,4,2
100278,4,2
97848,4,2
69875,4,2
75970,4,2
79235,4,2
50437,4,2
94442,4,2
94583,4,2
94717,4,2
95262,4,2
100465,4,2
60311,4,2
91507,4,2
85780,4,2
76783,4,2
60703,4,2
63217,4,2
100287,4,2
94669,4,2
100405,4,2
43305,4,2
97521,4,2
75985,4,2
73377,4,2
94548,4,2
63440,4,2
97678,4,2
91544,4,2
83984,4,2
73875,4,2
97716,4,2
89562,4,2
76051,4,2
95330,4,2
90874,4,1
55826,4,1
37864,4,1
84167,4,1
91611,4,1
79225,4,1
85929,4,1
94417,4,1
97922,4,1
97603,4,1
57642,4,1
77000,4,1
84748,4,1
92585,4,1
95105,4,1
61081,4,1
94506,4,1
46712,4,1
94813,4,1
97544,4,1
86248,4,1
57979,4,1
43467,4,1
91653,4,1
63207,4,1
60438,4,1
91504,4,1
91776,4,1
79153,4,1
75435,4,1
78313,4,1
96996,4,1
73352,4,1
28838,4,1
100372,4,1
62913,4,1
61582,4,1
42969,4,1
73344,4,1
84175,4,1
94663,4,1
91471,4,1
91703,4,1
91689,4,1
55818,4,1
28727,4,1
97707,4,1
73404,4,1
100301,4,1
97829,4,1
94703,4,1
95263,4,1
91672,4,1
83979,4,1
91640,4,1
69883,4,1
73501,4,1
75830,4,1
94696,4,1
25875,4,1
78068,4,1
94589,4,1
97673,4,1
60279,4,1
69840,4,1
69933,4,1
95332,4,1
86279,4,1
86191,4,1
91665,4,1
60092,4,1
83737,4,1
76939,4,1
57975,4,1
74699,4,1
29102,4,1
60565,4,1
63141,4,1
94597,4,1
77049,4,1
73413,4,1
83758,4,1
73409,4,1
95269,4,1
84170,4,1
95319,4,1
91495,4,1
57600,4,1
73436,4,1
93496,4,1
84782,4,1
91781,4,1
43068,4,1
86206,4,1
56250,4,1
62894,4,1
75732,4,1
56435,4,1
74705,4,1
94561,4,1
75917,4,1
55852,4,1
62969,4,1
33033,4,1
97664,4,1
83633,4,1
60330,4,1
91548,4,1
86149,4,1
97579,4,1
91510,4,1
63214,4,1
90829,4,1
85013,4,1
78222,4,1
58240,4,1
79139,4,1
69784,4,1
69936,4,1
95266,4,1
84158,4,1
50567,4,1
78188,4,1
37338,4,1
91520,4,1
91671,4,1
61194,4,1
84867,4,1
77597,4,1
97921,4,1
37247,4,1
91790,4,1
106528,5,25
106523,5,24
106623,5,23
106524,5,20
106562,5,20
106682,5,20
106734,5,19
106493,5,19
106618,5,19
106644,5,19
106676,5,18
106557,5,18
106514,5,18
106573,5,18
106763,5,18
106723,5,18
106552,5,18
106694,5,18
106519,5,18
69846,5,17
106674,5,17
106687,5,17
106593,5,17
106517,5,16
106596,5,16
106747,5,16
106560,5,16
106673,5,16
106705,5,16
106703,5,16
106538,5,16
106646,5,16
106590,5,16
106576,5,16
60549,5,15
106733,5,15
106740,5,15
106595,5,15
106555,5,15
106542,5,15
106651,5,15
106601,5,15
106605,5,15
106679,5,14
106530,5,14
106654,5,14
106581,5,14
106741,5,14
106731,5,13
106520,5,13
60029,5,13
56097,5,13
106568,5,13
106531,5,13
106688,5,13
106588,5,13
106638,5,13
106627,5,12
106546,5,12
106724,5,12
106615,5,12
79137,5,12
106701,5,12
56000,5,12
56381,5,12
106712,5,12
106541,5,12
74725,5,12
63580,5,11
106572,5,11
106669,5,11
106495,5,11
106626,5,11
106695,5,11
86272,5,10
106512,5,10
106501,5,10
79131,5,10
106664,5,10
106583,5,10
39964,5,9
106522,5,9
106729,5,9
106670,5,9
106585,5,9
91783,5,8
106622,5,8
75939,5,8
106550,5,8
106566,5,8
106677,5,8
91690,5,8
106653,5,8
106591,5,8
56379,5,8
106567,5,8
72814,5,8
106609,5,8
91721,5,8
106661,5,8
60076,5,8
86233,5,7
50169,5,7
55962,5,7
106561,5,7
56327,5,7
63187,5,7
106647,5,7
106719,5,7
106717,5,7
106657,5,7
50097,5,7
100337,5,7
77694,5,7
64216,5,7
106711,5,7
106620,5,7
75403,5,7
63217,5,7
60438,5,7
106549,5,7
62935,5,6
95330,5,6
56250,5,6
91753,5,6
106592,5,6
106736,5,6
75466,5,6
94339,5,6
45423,5,6
106604,5,6
59985,5,6
91636,5,6
94882,5,6
75997,5,6
74164,5,6
106721,5,6
66147,5,6
42585,5,6
74737,5,6
106730,5,6
37513,5,6
50143,5,5
63198,5,5
77272,5,5
71648,5,5
56509,5,5
64228,5,5
78188,5,5
100403,5,5
97560,5,5
73413,5,5
96081,5,5
91742,5,5
94596,5,5
50259,5,5
60437,5,5
91757,5,5
69899,5,5
94499,5,5
73409,5,5
75727,5,5
79225,5,5
106556,5,5
86187,5,5
57424,5,5
100395,5,5
94708,5,5
76783,5,5
57648,5,5
91541,5,5
91539,5,4
70249,5,4
69933,5,4
97515,5,4
73436,5,4
94720,5,4
94793,5,4
106760,5,4
106545,5,4
63002,5,4
69926,5,4
94342,5,4
86144,5,4
56170,5,4
63448,5,4
97807,5,4
79153,5,4
83782,5,4
58240,5,4
56200,5,4
91732,5,4
91760,5,4
106547,5,4
76051,5,4
60484,5,4
78249,5,4
77672,5,4
76017,5,4
55932,5,4
97849,5,4
76019,5,4
74717,5,4
57884,5,4
106714,5,4
74686,5,4
74172,5,4
